transaction_id,n_tests_triggered,tests_triggered,reasons,ml_anomaly_score,ml_flag,risk_score,risk_level
JE105259,0.0,,,0.2517,normal,0.1258,Low
JE105107,0.0,,,0.2516,normal,0.1258,Low
JE106331,0.0,,,0.2516,normal,0.1258,Low
JE102612,0.0,,,0.2516,normal,0.1258,Low
JE103459,0.0,,,0.2515,normal,0.1258,Low
JE105836,0.0,,,0.2516,normal,0.1258,Low
JE107294,0.0,,,0.2517,normal,0.1258,Low
JE106088,0.0,,,0.2516,normal,0.1258,Low
JE107318,0.0,,,0.2516,normal,0.1258,Low
JE102301,0.0,,,0.2513,normal,0.1257,Low
JE106980,0.0,,,0.2513,normal,0.1257,Low
JE100102,0.0,,,0.2514,normal,0.1257,Low
JE107660,0.0,,,0.2513,normal,0.1257,Low
JE106362,0.0,,,0.2513,normal,0.1257,Low
JE100187,0.0,,,0.2511,normal,0.1256,Low
JE106192,0.0,,,0.2511,normal,0.1256,Low
JE102363,0.0,,,0.2512,normal,0.1256,Low
JE106478,0.0,,,0.2512,normal,0.1256,Low
JE104792,0.0,,,0.2512,normal,0.1256,Low
JE101334,0.0,,,0.2512,normal,0.1256,Low
JE102515,0.0,,,0.2511,normal,0.1256,Low
JE106810,0.0,,,0.2511,normal,0.1256,Low
JE102417,0.0,,,0.2512,normal,0.1256,Low
JE106004,0.0,,,0.251,normal,0.1255,Low
JE101046,0.0,,,0.2509,normal,0.1254,Low
JE103624,0.0,,,0.2508,normal,0.1254,Low
JE101223,0.0,,,0.2509,normal,0.1254,Low
JE102022,0.0,,,0.2509,normal,0.1254,Low
JE100760,0.0,,,0.2508,normal,0.1254,Low
JE101637,0.0,,,0.2508,normal,0.1254,Low
JE100398,0.0,,,0.2508,normal,0.1254,Low
JE105701,0.0,,,0.2507,normal,0.1254,Low
JE103640,0.0,,,0.2509,normal,0.1254,Low
JE105204,0.0,,,0.2506,normal,0.1253,Low
JE101461,0.0,,,0.2506,normal,0.1253,Low
JE107374,0.0,,,0.2506,normal,0.1253,Low
JE103174,0.0,,,0.2506,normal,0.1253,Low
JE104685,0.0,,,0.2506,normal,0.1253,Low
JE101786,0.0,,,0.2506,normal,0.1253,Low
JE103480,0.0,,,0.2506,normal,0.1253,Low
JE100796,0.0,,,0.2506,normal,0.1253,Low
JE103633,0.0,,,0.2505,normal,0.1252,Low
JE103505,0.0,,,0.2503,normal,0.1252,Low
JE101198,0.0,,,0.2503,normal,0.1252,Low
JE105049,0.0,,,0.2505,normal,0.1252,Low
JE101776,0.0,,,0.2504,normal,0.1252,Low
JE102266,0.0,,,0.2505,normal,0.1252,Low
JE107422,0.0,,,0.2504,normal,0.1252,Low
JE104141,0.0,,,0.2504,normal,0.1252,Low
JE106916,0.0,,,0.2502,normal,0.1251,Low
JE103912,0.0,,,0.2502,normal,0.1251,Low
JE100128,0.0,,,0.2502,normal,0.1251,Low
JE103993,0.0,,,0.2501,normal,0.125,Low
JE100545,0.0,,,0.2501,normal,0.125,Low
JE101679,0.0,,,0.25,normal,0.125,Low
JE104477,0.0,,,0.2499,normal,0.125,Low
JE100794,0.0,,,0.2499,normal,0.125,Low
JE107406,0.0,,,0.25,normal,0.125,Low
JE107210,0.0,,,0.25,normal,0.125,Low
JE100689,0.0,,,0.2499,normal,0.125,Low
JE100451,0.0,,,0.25,normal,0.125,Low
JE102152,0.0,,,0.2499,normal,0.125,Low
JE104677,0.0,,,0.2501,normal,0.125,Low
JE100250,0.0,,,0.2498,normal,0.1249,Low
JE107130,0.0,,,0.2496,normal,0.1248,Low
JE106829,0.0,,,0.2495,normal,0.1248,Low
JE104330,0.0,,,0.2497,normal,0.1248,Low
JE106140,0.0,,,0.2496,normal,0.1248,Low
JE105455,0.0,,,0.2495,normal,0.1248,Low
JE107732,0.0,,,0.2495,normal,0.1248,Low
JE101002,0.0,,,0.2497,normal,0.1248,Low
JE102685,0.0,,,0.2494,normal,0.1247,Low
JE105614,0.0,,,0.2494,normal,0.1247,Low
JE104778,0.0,,,0.2494,normal,0.1247,Low
JE107100,0.0,,,0.2494,normal,0.1247,Low
JE101346,0.0,,,0.2494,normal,0.1247,Low
JE103595,0.0,,,0.2493,normal,0.1246,Low
JE102228,0.0,,,0.2491,normal,0.1246,Low
JE107041,0.0,,,0.2492,normal,0.1246,Low
JE106352,0.0,,,0.2493,normal,0.1246,Low
JE107687,0.0,,,0.2493,normal,0.1246,Low
JE105711,0.0,,,0.2493,normal,0.1246,Low
JE105531,0.0,,,0.2492,normal,0.1246,Low
JE101257,0.0,,,0.2491,normal,0.1246,Low
JE102803,0.0,,,0.249,normal,0.1245,Low
JE103845,0.0,,,0.249,normal,0.1245,Low
JE105449,0.0,,,0.249,normal,0.1245,Low
JE100425,0.0,,,0.2487,normal,0.1244,Low
JE100765,0.0,,,0.2487,normal,0.1244,Low
JE107278,0.0,,,0.2488,normal,0.1244,Low
JE104034,0.0,,,0.2488,normal,0.1244,Low
JE107866,0.0,,,0.2489,normal,0.1244,Low
JE107488,0.0,,,0.2489,normal,0.1244,Low
JE106348,0.0,,,0.2489,normal,0.1244,Low
JE100828,0.0,,,0.2489,normal,0.1244,Low
JE107798,0.0,,,0.2486,normal,0.1243,Low
JE100153,0.0,,,0.2486,normal,0.1243,Low
JE104952,0.0,,,0.2486,normal,0.1243,Low
JE101932,0.0,,,0.2486,normal,0.1243,Low
JE100268,0.0,,,0.2486,normal,0.1243,Low
JE105766,0.0,,,0.2486,normal,0.1243,Low
JE107762,0.0,,,0.2486,normal,0.1243,Low
JE102299,0.0,,,0.2485,normal,0.1242,Low
JE101486,0.0,,,0.2483,normal,0.1242,Low
JE105558,0.0,,,0.2485,normal,0.1242,Low
JE104913,0.0,,,0.2484,normal,0.1242,Low
JE105895,0.0,,,0.2485,normal,0.1242,Low
JE107603,0.0,,,0.2485,normal,0.1242,Low
JE107420,0.0,,,0.2484,normal,0.1242,Low
JE103160,0.0,,,0.2483,normal,0.1242,Low
JE100614,0.0,,,0.2482,normal,0.1241,Low
JE101434,0.0,,,0.2482,normal,0.1241,Low
JE100439,0.0,,,0.2482,normal,0.1241,Low
JE102093,0.0,,,0.2482,normal,0.1241,Low
JE105291,0.0,,,0.2482,normal,0.1241,Low
JE102034,0.0,,,0.2482,normal,0.1241,Low
JE104415,0.0,,,0.2482,normal,0.1241,Low
JE106846,0.0,,,0.2479,normal,0.124,Low
JE105599,0.0,,,0.2481,normal,0.124,Low
JE104270,0.0,,,0.2479,normal,0.124,Low
JE106819,0.0,,,0.2481,normal,0.124,Low
JE101183,0.0,,,0.2481,normal,0.124,Low
JE105489,0.0,,,0.2481,normal,0.124,Low
JE105465,0.0,,,0.2479,normal,0.124,Low
JE101553,0.0,,,0.2479,normal,0.124,Low
JE106429,0.0,,,0.2478,normal,0.1239,Low
JE105256,0.0,,,0.2478,normal,0.1239,Low
JE101397,0.0,,,0.2478,normal,0.1239,Low
JE105837,0.0,,,0.2478,normal,0.1239,Low
JE107515,0.0,,,0.2478,normal,0.1239,Low
JE107627,0.0,,,0.2478,normal,0.1239,Low
JE107338,0.0,,,0.2478,normal,0.1239,Low
JE100569,0.0,,,0.2476,normal,0.1238,Low
JE105062,0.0,,,0.2475,normal,0.1238,Low
JE100037,0.0,,,0.2476,normal,0.1238,Low
JE102369,0.0,,,0.2475,normal,0.1238,Low
JE105154,0.0,,,0.2477,normal,0.1238,Low
JE106139,0.0,,,0.2476,normal,0.1238,Low
JE104272,0.0,,,0.2475,normal,0.1238,Low
JE105032,0.0,,,0.2477,normal,0.1238,Low
JE100340,0.0,,,0.2475,normal,0.1238,Low
JE104260,0.0,,,0.2475,normal,0.1238,Low
JE101676,0.0,,,0.2474,normal,0.1237,Low
JE106130,0.0,,,0.2474,normal,0.1237,Low
JE100495,0.0,,,0.2474,normal,0.1237,Low
JE102601,0.0,,,0.2472,normal,0.1236,Low
JE104377,0.0,,,0.2471,normal,0.1236,Low
JE103800,0.0,,,0.2472,normal,0.1236,Low
JE106914,0.0,,,0.2472,normal,0.1236,Low
JE102689,0.0,,,0.2472,normal,0.1236,Low
JE104974,0.0,,,0.2473,normal,0.1236,Low
JE105110,0.0,,,0.2472,normal,0.1236,Low
JE107914,0.0,,,0.2473,normal,0.1236,Low
JE100883,0.0,,,0.2471,normal,0.1236,Low
JE106082,0.0,,,0.247,normal,0.1235,Low
JE102779,0.0,,,0.247,normal,0.1235,Low
JE106937,0.0,,,0.247,normal,0.1235,Low
JE105125,0.0,,,0.2467,normal,0.1234,Low
JE100129,0.0,,,0.2469,normal,0.1234,Low
JE102914,0.0,,,0.2468,normal,0.1234,Low
JE103868,0.0,,,0.2468,normal,0.1234,Low
JE105692,0.0,,,0.2469,normal,0.1234,Low
JE103494,0.0,,,0.2469,normal,0.1234,Low
JE107506,0.0,,,0.2469,normal,0.1234,Low
JE102155,0.0,,,0.2468,normal,0.1234,Low
JE103476,0.0,,,0.2466,normal,0.1233,Low
JE105677,0.0,,,0.2466,normal,0.1233,Low
JE104706,0.0,,,0.2463,normal,0.1232,Low
JE105518,0.0,,,0.2465,normal,0.1232,Low
JE107020,0.0,,,0.2464,normal,0.1232,Low
JE106622,0.0,,,0.2465,normal,0.1232,Low
JE105309,0.0,,,0.2463,normal,0.1232,Low
JE102462,0.0,,,0.2464,normal,0.1232,Low
JE101342,0.0,,,0.2464,normal,0.1232,Low
JE104016,0.0,,,0.2464,normal,0.1232,Low
JE106147,0.0,,,0.2462,normal,0.1231,Low
JE104569,0.0,,,0.2462,normal,0.1231,Low
JE100490,0.0,,,0.2462,normal,0.1231,Low
JE103439,0.0,,,0.2462,normal,0.1231,Low
JE103684,0.0,,,0.2462,normal,0.1231,Low
JE106981,0.0,,,0.2462,normal,0.1231,Low
JE102400,0.0,,,0.2462,normal,0.1231,Low
JE100666,0.0,,,0.246,normal,0.123,Low
JE100811,0.0,,,0.246,normal,0.123,Low
JE102135,0.0,,,0.2461,normal,0.123,Low
JE106592,0.0,,,0.2459,normal,0.123,Low
JE107818,0.0,,,0.2461,normal,0.123,Low
JE100335,0.0,,,0.246,normal,0.123,Low
JE103621,0.0,,,0.2461,normal,0.123,Low
JE100027,0.0,,,0.246,normal,0.123,Low
JE107205,0.0,,,0.246,normal,0.123,Low
JE106710,0.0,,,0.2458,normal,0.1229,Low
JE107651,0.0,,,0.2458,normal,0.1229,Low
JE100730,0.0,,,0.2457,normal,0.1228,Low
JE102957,0.0,,,0.2456,normal,0.1228,Low
JE100546,0.0,,,0.2456,normal,0.1228,Low
JE101601,0.0,,,0.2456,normal,0.1228,Low
JE106338,0.0,,,0.2457,normal,0.1228,Low
JE104800,0.0,,,0.2455,normal,0.1228,Low
JE101768,0.0,,,0.2456,normal,0.1228,Low
JE100575,0.0,,,0.2457,normal,0.1228,Low
JE101129,0.0,,,0.2455,normal,0.1228,Low
JE107998,0.0,,,0.2454,normal,0.1227,Low
JE105972,0.0,,,0.2454,normal,0.1227,Low
JE105747,0.0,,,0.2454,normal,0.1227,Low
JE105758,0.0,,,0.2454,normal,0.1227,Low
JE107939,0.0,,,0.2454,normal,0.1227,Low
JE102442,0.0,,,0.2452,normal,0.1226,Low
JE102569,0.0,,,0.2452,normal,0.1226,Low
JE100649,0.0,,,0.2451,normal,0.1226,Low
JE104915,0.0,,,0.2452,normal,0.1226,Low
JE107970,0.0,,,0.2451,normal,0.1226,Low
JE104688,0.0,,,0.2453,normal,0.1226,Low
JE107218,0.0,,,0.2451,normal,0.1226,Low
JE105801,0.0,,,0.2451,normal,0.1226,Low
JE107109,0.0,,,0.2453,normal,0.1226,Low
JE102374,0.0,,,0.2452,normal,0.1226,Low
JE101438,0.0,,,0.245,normal,0.1225,Low
JE100843,0.0,,,0.245,normal,0.1225,Low
JE102917,0.0,,,0.245,normal,0.1225,Low
JE107658,0.0,,,0.245,normal,0.1225,Low
JE103920,0.0,,,0.2447,normal,0.1224,Low
JE107786,0.0,,,0.2449,normal,0.1224,Low
JE105705,0.0,,,0.2447,normal,0.1224,Low
JE102124,0.0,,,0.2448,normal,0.1224,Low
JE101217,0.0,,,0.2449,normal,0.1224,Low
JE105567,0.0,,,0.2447,normal,0.1224,Low
JE106038,0.0,,,0.2447,normal,0.1224,Low
JE102881,0.0,,,0.2448,normal,0.1224,Low
JE101738,0.0,,,0.2448,normal,0.1224,Low
JE104927,0.0,,,0.2448,normal,0.1224,Low
JE100566,0.0,,,0.2446,normal,0.1223,Low
JE100761,0.0,,,0.2446,normal,0.1223,Low
JE104522,0.0,,,0.2444,normal,0.1222,Low
JE107368,0.0,,,0.2445,normal,0.1222,Low
JE100815,0.0,,,0.2443,normal,0.1222,Low
JE100249,0.0,,,0.2443,normal,0.1222,Low
JE105317,0.0,,,0.2445,normal,0.1222,Low
JE104593,0.0,,,0.2444,normal,0.1222,Low
JE106360,0.0,,,0.2445,normal,0.1222,Low
JE104602,0.0,,,0.2444,normal,0.1222,Low
JE103796,0.0,,,0.2444,normal,0.1222,Low
JE106058,0.0,,,0.2442,normal,0.1221,Low
JE101794,0.0,,,0.2442,normal,0.1221,Low
JE106490,0.0,,,0.2442,normal,0.1221,Low
JE105474,0.0,,,0.2442,normal,0.1221,Low
JE104513,0.0,,,0.2442,normal,0.1221,Low
JE103674,0.0,,,0.2441,normal,0.122,Low
JE103278,0.0,,,0.2439,normal,0.122,Low
JE102430,0.0,,,0.2439,normal,0.122,Low
JE102091,0.0,,,0.2439,normal,0.122,Low
JE102334,0.0,,,0.2441,normal,0.122,Low
JE103596,0.0,,,0.244,normal,0.122,Low
JE101164,0.0,,,0.244,normal,0.122,Low
JE106826,0.0,,,0.2441,normal,0.122,Low
JE102818,0.0,,,0.2438,normal,0.1219,Low
JE105824,0.0,,,0.2438,normal,0.1219,Low
JE102600,0.0,,,0.2435,normal,0.1218,Low
JE104245,0.0,,,0.2437,normal,0.1218,Low
JE103542,0.0,,,0.2436,normal,0.1218,Low
JE100105,0.0,,,0.2435,normal,0.1218,Low
JE100059,0.0,,,0.2436,normal,0.1218,Low
JE106585,0.0,,,0.2436,normal,0.1218,Low
JE101871,0.0,,,0.2437,normal,0.1218,Low
JE102303,0.0,,,0.2435,normal,0.1218,Low
JE102302,0.0,,,0.2434,normal,0.1217,Low
JE103665,0.0,,,0.2434,normal,0.1217,Low
JE107219,0.0,,,0.2434,normal,0.1217,Low
JE107704,0.0,,,0.2431,normal,0.1216,Low
JE107000,0.0,,,0.2431,normal,0.1216,Low
JE106876,0.0,,,0.2432,normal,0.1216,Low
JE103627,0.0,,,0.2432,normal,0.1216,Low
JE105969,0.0,,,0.2432,normal,0.1216,Low
JE105753,0.0,,,0.2433,normal,0.1216,Low
JE101727,0.0,,,0.2433,normal,0.1216,Low
JE104468,0.0,,,0.2432,normal,0.1216,Low
JE104492,0.0,,,0.2432,normal,0.1216,Low
JE103811,0.0,,,0.2431,normal,0.1216,Low
JE102814,0.0,,,0.2432,normal,0.1216,Low
JE100488,0.0,,,0.243,normal,0.1215,Low
JE104997,0.0,,,0.243,normal,0.1215,Low
JE103457,0.0,,,0.243,normal,0.1215,Low
JE101491,0.0,,,0.243,normal,0.1215,Low
JE101823,0.0,,,0.2429,normal,0.1214,Low
JE106385,0.0,,,0.2429,normal,0.1214,Low
JE102747,0.0,,,0.2427,normal,0.1214,Low
JE103770,0.0,,,0.2429,normal,0.1214,Low
JE104153,0.0,,,0.2428,normal,0.1214,Low
JE101951,0.0,,,0.2429,normal,0.1214,Low
JE103164,0.0,,,0.2428,normal,0.1214,Low
JE102894,0.0,,,0.2428,normal,0.1214,Low
JE100492,0.0,,,0.2426,normal,0.1213,Low
JE106878,0.0,,,0.2426,normal,0.1213,Low
JE106853,0.0,,,0.2426,normal,0.1213,Low
JE104625,0.0,,,0.2426,normal,0.1213,Low
JE107747,0.0,,,0.2426,normal,0.1213,Low
JE101578,0.0,,,0.2426,normal,0.1213,Low
JE105416,0.0,,,0.2426,normal,0.1213,Low
JE104749,0.0,,,0.2426,normal,0.1213,Low
JE102431,0.0,,,0.2426,normal,0.1213,Low
JE104483,0.0,,,0.2426,normal,0.1213,Low
JE102391,0.0,,,0.2423,normal,0.1212,Low
JE107521,0.0,,,0.2423,normal,0.1212,Low
JE106189,0.0,,,0.2423,normal,0.1212,Low
JE104747,0.0,,,0.2424,normal,0.1212,Low
JE102910,0.0,,,0.2423,normal,0.1212,Low
JE102203,0.0,,,0.2423,normal,0.1212,Low
JE105781,0.0,,,0.2424,normal,0.1212,Low
JE102504,0.0,,,0.2424,normal,0.1212,Low
JE106148,0.0,,,0.2425,normal,0.1212,Low
JE106633,0.0,,,0.2425,normal,0.1212,Low
JE107744,0.0,,,0.2422,normal,0.1211,Low
JE103534,0.0,,,0.2422,normal,0.1211,Low
JE100385,0.0,,,0.2422,normal,0.1211,Low
JE106326,0.0,,,0.2422,normal,0.1211,Low
JE104189,0.0,,,0.2422,normal,0.1211,Low
JE103954,0.0,,,0.2422,normal,0.1211,Low
JE106341,0.0,,,0.2422,normal,0.1211,Low
JE101509,0.0,,,0.2419,normal,0.121,Low
JE105990,0.0,,,0.242,normal,0.121,Low
JE107418,0.0,,,0.2421,normal,0.121,Low
JE107945,0.0,,,0.242,normal,0.121,Low
JE106625,0.0,,,0.2419,normal,0.121,Low
JE105966,0.0,,,0.2421,normal,0.121,Low
JE104356,0.0,,,0.2419,normal,0.121,Low
JE101663,0.0,,,0.2419,normal,0.121,Low
JE106800,0.0,,,0.242,normal,0.121,Low
JE105441,0.0,,,0.242,normal,0.121,Low
JE105704,0.0,,,0.2421,normal,0.121,Low
JE106590,0.0,,,0.2421,normal,0.121,Low
JE101126,0.0,,,0.2419,normal,0.121,Low
JE101966,0.0,,,0.2418,normal,0.1209,Low
JE105817,0.0,,,0.2418,normal,0.1209,Low
JE104556,0.0,,,0.2418,normal,0.1209,Low
JE106109,0.0,,,0.2418,normal,0.1209,Low
JE104096,0.0,,,0.2418,normal,0.1209,Low
JE103726,0.0,,,0.2418,normal,0.1209,Low
JE104348,0.0,,,0.2417,normal,0.1208,Low
JE105826,0.0,,,0.2417,normal,0.1208,Low
JE105509,0.0,,,0.2416,normal,0.1208,Low
JE103481,0.0,,,0.2417,normal,0.1208,Low
JE102869,0.0,,,0.2415,normal,0.1208,Low
JE102556,0.0,,,0.2417,normal,0.1208,Low
JE103146,0.0,,,0.2417,normal,0.1208,Low
JE104472,0.0,,,0.2417,normal,0.1208,Low
JE101429,0.0,,,0.2416,normal,0.1208,Low
JE103103,0.0,,,0.2416,normal,0.1208,Low
JE103795,0.0,,,0.2415,normal,0.1208,Low
JE102822,0.0,,,0.2414,normal,0.1207,Low
JE107928,0.0,,,0.2414,normal,0.1207,Low
JE102625,0.0,,,0.2414,normal,0.1207,Low
JE102346,0.0,,,0.2414,normal,0.1207,Low
JE102489,0.0,,,0.2414,normal,0.1207,Low
JE100648,0.0,,,0.2412,normal,0.1206,Low
JE101543,0.0,,,0.2412,normal,0.1206,Low
JE100226,0.0,,,0.2411,normal,0.1206,Low
JE103014,0.0,,,0.2412,normal,0.1206,Low
JE107705,0.0,,,0.2412,normal,0.1206,Low
JE107154,0.0,,,0.2413,normal,0.1206,Low
JE106605,0.0,,,0.2411,normal,0.1206,Low
JE107303,0.0,,,0.2413,normal,0.1206,Low
JE101202,0.0,,,0.2412,normal,0.1206,Low
JE100189,0.0,,,0.2413,normal,0.1206,Low
JE102872,0.0,,,0.241,normal,0.1205,Low
JE107369,0.0,,,0.241,normal,0.1205,Low
JE104631,0.0,,,0.241,normal,0.1205,Low
JE103304,0.0,,,0.241,normal,0.1205,Low
JE105575,0.0,,,0.2407,normal,0.1204,Low
JE106641,0.0,,,0.2407,normal,0.1204,Low
JE102012,0.0,,,0.2407,normal,0.1204,Low
JE104563,0.0,,,0.2407,normal,0.1204,Low
JE101275,0.0,,,0.2409,normal,0.1204,Low
JE106889,0.0,,,0.2409,normal,0.1204,Low
JE103964,0.0,,,0.2409,normal,0.1204,Low
JE105034,0.0,,,0.2409,normal,0.1204,Low
JE106936,0.0,,,0.2408,normal,0.1204,Low
JE106913,0.0,,,0.2409,normal,0.1204,Low
JE101484,0.0,,,0.2407,normal,0.1204,Low
JE101822,0.0,,,0.2406,normal,0.1203,Low
JE100118,0.0,,,0.2406,normal,0.1203,Low
JE102715,0.0,,,0.2403,normal,0.1202,Low
JE100061,0.0,,,0.2404,normal,0.1202,Low
JE101168,0.0,,,0.2405,normal,0.1202,Low
JE107894,0.0,,,0.2405,normal,0.1202,Low
JE105943,0.0,,,0.2405,normal,0.1202,Low
JE107164,0.0,,,0.2405,normal,0.1202,Low
JE105909,0.0,,,0.2403,normal,0.1202,Low
JE107381,0.0,,,0.2405,normal,0.1202,Low
JE106844,0.0,,,0.2405,normal,0.1202,Low
JE102013,0.0,,,0.2405,normal,0.1202,Low
JE105971,0.0,,,0.2403,normal,0.1202,Low
JE102965,0.0,,,0.2405,normal,0.1202,Low
JE103074,0.0,,,0.2402,normal,0.1201,Low
JE107316,0.0,,,0.2402,normal,0.1201,Low
JE107141,0.0,,,0.2402,normal,0.1201,Low
JE101885,0.0,,,0.2402,normal,0.1201,Low
JE105807,0.0,,,0.24,normal,0.12,Low
JE100913,0.0,,,0.2401,normal,0.12,Low
JE106721,0.0,,,0.24,normal,0.12,Low
JE102447,0.0,,,0.2399,normal,0.12,Low
JE104530,0.0,,,0.2398,normal,0.1199,Low
JE101700,0.0,,,0.2398,normal,0.1199,Low
JE102372,0.0,,,0.2398,normal,0.1199,Low
JE104015,0.0,,,0.2398,normal,0.1199,Low
JE105106,0.0,,,0.2398,normal,0.1199,Low
JE100489,0.0,,,0.2398,normal,0.1199,Low
JE103895,0.0,,,0.2396,normal,0.1198,Low
JE103233,0.0,,,0.2396,normal,0.1198,Low
JE103125,0.0,,,0.2396,normal,0.1198,Low
JE100299,0.0,,,0.2396,normal,0.1198,Low
JE100082,0.0,,,0.2396,normal,0.1198,Low
JE107847,0.0,,,0.2397,normal,0.1198,Low
JE106678,0.0,,,0.2395,normal,0.1198,Low
JE101475,0.0,,,0.2396,normal,0.1198,Low
JE103832,0.0,,,0.2396,normal,0.1198,Low
JE100804,0.0,,,0.2394,normal,0.1197,Low
JE104121,0.0,,,0.2394,normal,0.1197,Low
JE101792,0.0,,,0.2394,normal,0.1197,Low
JE105061,0.0,,,0.2393,normal,0.1196,Low
JE106982,0.0,,,0.2392,normal,0.1196,Low
JE104695,0.0,,,0.2393,normal,0.1196,Low
JE104934,0.0,,,0.2392,normal,0.1196,Low
JE103195,0.0,,,0.2393,normal,0.1196,Low
JE106696,0.0,,,0.2393,normal,0.1196,Low
JE106529,0.0,,,0.2391,normal,0.1196,Low
JE104527,0.0,,,0.2393,normal,0.1196,Low
JE103390,0.0,,,0.2393,normal,0.1196,Low
JE102392,0.0,,,0.2393,normal,0.1196,Low
JE100376,0.0,,,0.2393,normal,0.1196,Low
JE106048,0.0,,,0.2392,normal,0.1196,Low
JE102753,0.0,,,0.2392,normal,0.1196,Low
JE105891,0.0,,,0.239,normal,0.1195,Low
JE104333,0.0,,,0.239,normal,0.1195,Low
JE100136,0.0,,,0.239,normal,0.1195,Low
JE106292,0.0,,,0.2387,normal,0.1194,Low
JE103650,0.0,,,0.2388,normal,0.1194,Low
JE100874,0.0,,,0.2387,normal,0.1194,Low
JE103946,0.0,,,0.2387,normal,0.1194,Low
JE101799,0.0,,,0.2387,normal,0.1194,Low
JE105450,0.0,,,0.2388,normal,0.1194,Low
JE104963,0.0,,,0.2386,normal,0.1193,Low
JE105496,0.0,,,0.2386,normal,0.1193,Low
JE100314,0.0,,,0.2386,normal,0.1193,Low
JE105462,0.0,,,0.2385,normal,0.1192,Low
JE106327,0.0,,,0.2384,normal,0.1192,Low
JE100130,0.0,,,0.2385,normal,0.1192,Low
JE107437,0.0,,,0.2384,normal,0.1192,Low
JE106991,0.0,,,0.2384,normal,0.1192,Low
JE102790,0.0,,,0.2383,normal,0.1192,Low
JE103339,0.0,,,0.2385,normal,0.1192,Low
JE107241,0.0,,,0.2384,normal,0.1192,Low
JE102470,0.0,,,0.2383,normal,0.1192,Low
JE101440,0.0,,,0.2385,normal,0.1192,Low
JE101310,0.0,,,0.2385,normal,0.1192,Low
JE103516,0.0,,,0.2385,normal,0.1192,Low
JE101992,0.0,,,0.2382,normal,0.1191,Low
JE106471,0.0,,,0.2382,normal,0.1191,Low
JE101265,0.0,,,0.2379,normal,0.119,Low
JE104591,0.0,,,0.2379,normal,0.119,Low
JE105583,0.0,,,0.2379,normal,0.119,Low
JE102692,0.0,,,0.2379,normal,0.119,Low
JE100456,0.0,,,0.238,normal,0.119,Low
JE103749,0.0,,,0.2379,normal,0.119,Low
JE101146,0.0,,,0.2379,normal,0.119,Low
JE103971,0.0,,,0.238,normal,0.119,Low
JE101970,0.0,,,0.238,normal,0.119,Low
JE103680,0.0,,,0.2381,normal,0.119,Low
JE100524,0.0,,,0.2378,normal,0.1189,Low
JE105617,0.0,,,0.2378,normal,0.1189,Low
JE102664,0.0,,,0.2378,normal,0.1189,Low
JE106539,0.0,,,0.2378,normal,0.1189,Low
JE101070,0.0,,,0.2378,normal,0.1189,Low
JE104691,0.0,,,0.2378,normal,0.1189,Low
JE101584,0.0,,,0.2376,normal,0.1188,Low
JE102273,0.0,,,0.2376,normal,0.1188,Low
JE105863,0.0,,,0.2375,normal,0.1188,Low
JE103260,0.0,,,0.2377,normal,0.1188,Low
JE107149,0.0,,,0.2375,normal,0.1188,Low
JE103198,0.0,,,0.2377,normal,0.1188,Low
JE102719,0.0,,,0.2375,normal,0.1188,Low
JE105220,0.0,,,0.2376,normal,0.1188,Low
JE101806,0.0,,,0.2377,normal,0.1188,Low
JE105183,0.0,,,0.2375,normal,0.1188,Low
JE104697,0.0,,,0.2375,normal,0.1188,Low
JE103830,0.0,,,0.2377,normal,0.1188,Low
JE105869,0.0,,,0.2376,normal,0.1188,Low
JE102434,0.0,,,0.2374,normal,0.1187,Low
JE105394,0.0,,,0.2372,normal,0.1186,Low
JE101304,0.0,,,0.2371,normal,0.1186,Low
JE102688,0.0,,,0.2373,normal,0.1186,Low
JE103370,0.0,,,0.2372,normal,0.1186,Low
JE107934,0.0,,,0.2371,normal,0.1186,Low
JE104874,0.0,,,0.2372,normal,0.1186,Low
JE103928,0.0,,,0.2373,normal,0.1186,Low
JE102809,0.0,,,0.2372,normal,0.1186,Low
JE107769,0.0,,,0.2372,normal,0.1186,Low
JE100544,0.0,,,0.2371,normal,0.1186,Low
JE102759,0.0,,,0.2372,normal,0.1186,Low
JE105292,0.0,,,0.2372,normal,0.1186,Low
JE105750,0.0,,,0.2371,normal,0.1186,Low
JE100568,0.0,,,0.2372,normal,0.1186,Low
JE105504,0.0,,,0.2372,normal,0.1186,Low
JE105163,0.0,,,0.2371,normal,0.1186,Low
JE101396,0.0,,,0.237,normal,0.1185,Low
JE103396,0.0,,,0.2368,normal,0.1184,Low
JE106288,0.0,,,0.2368,normal,0.1184,Low
JE102687,0.0,,,0.2367,normal,0.1184,Low
JE103690,0.0,,,0.2367,normal,0.1184,Low
JE103284,0.0,,,0.2369,normal,0.1184,Low
JE102501,0.0,,,0.2366,normal,0.1183,Low
JE103353,0.0,,,0.2366,normal,0.1183,Low
JE102436,0.0,,,0.2366,normal,0.1183,Low
JE101583,0.0,,,0.2366,normal,0.1183,Low
JE105045,0.0,,,0.2363,normal,0.1182,Low
JE104106,0.0,,,0.2364,normal,0.1182,Low
JE106051,0.0,,,0.2364,normal,0.1182,Low
JE103412,0.0,,,0.2365,normal,0.1182,Low
JE107062,0.0,,,0.2363,normal,0.1182,Low
JE107174,0.0,,,0.2364,normal,0.1182,Low
JE104461,0.0,,,0.2365,normal,0.1182,Low
